buurt_idx,mean_distance,std_distance,mean_pct_100m,mean_pct_250m,mean_pct_500m,total_addresses,n_observations,percentage_met_herkomstland_buiten_europa,personenautos_per_huishouden,bevolkingsdichtheid_inwoners_per_km2,percentage_koopwoningen,buurtcode,gemiddeld_inkomen_per_inwoner,gemiddeld_inkomen_per_ontvanger,gemiddelde_woz_waarde,pct_huishoudens_laag_inkomen,pct_personen_laagste_40,pct_personen_hoogste_20,buurtnaam
15,233.36725709784923,107.0456222112861,15.226060120863522,66.19927816889711,94.51639603022252,2948,8781,18.0,0.8,5556.0,,BU05180702,36.6,44.8,372.0,3.4,38.5,24.6,Vissershaven
16,204.07821219016324,138.9580185495194,22.436315535051442,74.79830426222946,95.00774044520357,3146,8781,22.0,0.6,8795.0,,BU05180703,37.9,46.0,405.0,4.9,34.7,27.9,Scheveningen Badplaats
17,378.597640652125,146.64505130934597,5.477777189411905,26.291437789340286,76.26880285676161,2213,8781,21.0,0.6,15034.0,,BU05180704,34.4,42.3,376.0,6.5,43.5,21.4,Visserijbuurt
18,313.7560872544688,149.23338493654254,5.176384214466923,43.29434683686005,86.69467685307009,940,8781,18.0,0.6,7060.0,,BU05180772,40.0,48.4,478.0,4.7,38.6,28.7,Rijslag
19,376.74375686205445,201.71689534026592,6.560270744044774,36.14292435450358,75.02207175301885,2719,8781,11.0,0.7,6343.0,,BU05180800,28.6,35.8,331.0,4.1,42.4,16.1,Duindorp
20,237.2326158614552,93.85550543137776,13.283205358709289,64.01813277966335,94.20131391091418,5180,8781,24.0,0.7,10350.0,,BU05180907,54.2,70.9,674.0,4.6,31.1,41.2,Statenkwartier
21,251.1973339294143,104.17620411537499,13.945361099506465,56.30733758384263,94.11340233831245,2289,8781,18.0,0.7,14028.0,,BU05180908,33.7,41.9,391.0,3.8,37.6,23.0,Geuzenkwartier
22,268.16246662906696,99.49108148746319,4.541467267808231,55.238177581874204,91.88831033723415,407,8781,23.0,1.0,835.0,,BU05181041,64.6,78.6,896.0,6.1,25.4,46.6,Zorgvliet
23,254.84045538031708,125.06383679342821,11.064886814011055,57.289327951177555,93.39476702020343,1634,8781,23.0,0.6,12965.0,,BU05181142,44.6,54.5,448.0,4.6,25.4,37.7,Stadhoudersplantsoen
24,228.82971136832083,103.21338010597533,16.952267794269865,63.78951226746084,94.74280428853578,3033,8781,24.0,0.6,13825.0,,BU05181143,51.1,63.9,554.0,4.0,28.8,41.2,Sweelinckplein e.o.
25,582.5596603323783,126.63373439769053,0.36098717286759097,2.559727225788372,19.19489881608758,1107,8781,15.0,0.9,8155.0,,BU05181250,41.5,50.1,491.0,1.2,27.4,35.1,Bloemenbuurt-West
26,332.76800560564436,143.01959814252805,4.975318943972457,34.032972301401806,84.73503486263306,3207,8781,19.0,0.7,10879.0,,BU05181251,37.6,46.3,391.0,2.8,30.4,30.7,Bloemenbuurt-Oost
27,266.5967666809431,94.0551388585849,11.28905446984829,49.25101939205988,94.15132233608347,3433,8781,22.0,0.6,11608.0,,BU05181252,37.0,45.6,396.0,4.1,33.7,29.7,Bomenbuurt
28,473.027588769742,160.7603994712497,1.5477068965025425,17.628028110263468,65.39825104079377,2076,8781,17.0,1.2,2050.0,,BU05181309,52.3,69.6,868.0,2.2,30.9,45.9,Vogelwijk
29,399.3152141170311,270.997542440511,0.0,38.816871925857235,79.24024273187237,210,8781,20.0,0.9,824.0,,BU05181481,,,437.0,2.0,27.6,32.2,Bosjes van Pex
30,558.0696533663431,184.4941192753613,0.0,9.435915298621657,45.66975806315461,2968,8781,20.0,0.7,5882.0,,BU05181492,39.1,44.3,361.0,2.6,33.9,25.9,Bohemen en Meer en Bos
31,736.0313682250311,158.09756814656114,0.0,0.0,37.18599041318549,550,8781,22.0,1.3,377.0,,BU05181590,52.6,63.7,566.0,3.3,32.2,38.2,Ockenburgh
32,467.5261586479867,332.3889620250925,9.127105088308749,42.65944821437867,64.11154459103659,1002,8781,13.0,0.9,1628.0,,BU05181591,45.2,52.6,644.0,2.1,32.7,33.2,Kijkduin
33,942.5772150256889,209.63885826540584,2.014978037265057,8.938792118717249,30.20580227125598,3319,8781,25.0,1.1,3198.0,,BU05181697,41.0,54.6,526.0,4.5,30.4,34.2,Kraayenstein en Vroondaal
34,690.0391228926632,126.36148885164106,0.7473168266400602,0.8967801919680722,1.467664524433974,201,8781,49.0,,190.0,,BU05181785,,,82.0,,,,Kerketuinen en Zichtenburg
35,490.3123797816033,192.12804129137447,3.7170103157065264,21.04511593126188,58.60720120202361,5534,8781,31.0,0.8,8913.0,,BU05181786,30.0,37.1,338.0,3.6,39.2,17.8,Houtwijk
36,442.82012476705086,213.99542474580088,4.230020553142445,25.46008028299339,66.91688081810695,2997,8781,21.0,0.6,11049.0,,BU05181795,29.3,34.2,252.0,3.6,42.5,12.4,Kom Loosduinen
37,412.24585563485556,204.54065124521142,0.0,13.803844412816847,79.8592381106077,1194,8781,31.0,0.6,9895.0,,BU05181806,28.0,33.5,253.0,5.1,46.0,12.7,Waldeck-Zuid
38,593.5901271809431,108.57968703969237,0.0,0.7666214892043386,34.214440894488725,3640,8781,32.0,0.7,11952.0,,BU05181840,24.9,31.2,270.0,6.0,48.6,10.0,Nieuw Waldeck
39,564.6865151411757,113.84764159600337,8.091062412893638,12.136593619340458,32.279839788515815,1995,8781,25.0,0.6,6593.0,,BU05181882,33.6,38.4,302.0,4.1,38.6,18.3,Rosenburg
40,495.6290104404335,245.88651382005224,0.0,20.004041550025267,56.43184655471045,1166,8781,19.0,0.7,12360.0,,BU05181893,39.8,45.7,384.0,1.4,27.9,27.7,Componistenbuurt
41,389.1916371990704,308.01679274573485,7.948207608378808,45.30030434768981,76.49470447557226,2180,8781,21.0,0.7,9393.0,,BU05181894,35.1,38.3,278.0,2.4,35.4,17.0,Waldeck-Noord
42,426.34824522038775,169.03393360654186,3.4693468614913763,19.043441061954432,76.15205477785814,3202,8781,17.0,0.8,13543.0,,BU05181953,39.2,49.2,441.0,1.9,28.8,34.9,Vruchtenbuurt
43,450.3059016997077,210.3240048533375,1.3138319087652406,16.908445434543967,73.51492438097546,1314,8781,19.0,0.7,5285.0,,BU05181983,36.4,43.9,370.0,2.2,30.2,29.1,Eykenduinen
44,267.5924924644299,95.9994987208281,9.20986492797233,51.17238680317889,93.18406054381202,3794,8781,30.0,0.5,16798.0,,BU05182054,30.2,36.9,283.0,4.6,38.5,18.3,Heesterbuurt
45,192.70250523796437,74.72346978230622,19.04675362355822,76.79800739147754,98.06732661664354,6025,8781,34.0,0.5,17873.0,,BU05182055,33.7,40.4,316.0,5.6,36.1,22.2,Valkenboskwartier
46,277.6167412177532,101.57890805267797,9.46086135363419,51.224547309917696,90.29469795776284,3491,8781,43.0,0.5,13549.0,,BU05182110,31.8,38.4,293.0,6.7,39.2,19.6,Rond de Energiecentrale
47,205.95778866545504,95.23484525102752,19.199043963189947,71.73957057979514,96.78329227297284,4047,8781,29.0,0.5,18414.0,,BU05182144,37.9,45.6,396.0,6.2,34.7,28.1,Koningsplein e.o.
48,234.75805034868574,108.19540948444221,14.385280815167842,64.53631793887132,94.08842511033535,7160,8781,36.0,0.4,15745.0,,BU05182245,39.2,46.8,393.0,6.7,38.5,27.2,Zeeheldenkwartier
49,240.0874119794636,129.79351546951463,15.676202937586291,62.466541693614154,92.6851716201606,1187,8781,31.0,0.6,5256.0,,BU05182347,61.0,73.0,530.0,5.1,27.4,39.5,Willemspark
50,359.6026971226333,128.7473906932785,21.268078806514065,50.631856660213344,72.44255725294332,420,8781,28.0,0.7,397.0,,BU05182449,51.5,56.4,271.0,6.3,28.7,33.9,Haagse Bos
51,801.2352339851675,256.48889037143863,0.0,0.8741245254620003,18.133001784002424,2982,8781,47.0,0.7,8705.0,,BU05182561,29.3,36.3,251.0,6.4,44.7,16.6,Landen
52,413.379586618066,146.81144677979503,2.8925803926287394,13.4874969470247,74.63901834936638,1590,8781,46.0,0.6,4765.0,,BU05182567,31.3,39.1,254.0,6.0,41.4,20.0,Kampen
53,1226.7306009297306,207.8016601941247,0.0,0.0,0.2804463579883864,377,8781,23.0,1.2,878.0,,BU05182568,58.8,78.0,863.0,2.0,29.7,50.1,Marlot
54,443.12542876669187,231.93338819696814,2.979916807258408,23.597234892111246,69.56692166897366,3880,8781,42.0,0.6,7114.0,,BU05182569,32.7,39.6,255.0,4.6,38.4,20.2,Burgen en Horsten
55,244.69934261864452,75.54853519535331,7.857652168420812,61.2478323106767,96.81952916764926,3067,8781,52.0,0.4,9343.0,,BU05182664,35.9,42.4,294.0,8.1,38.7,24.2,Bezuidenhout-West
56,275.19760000533694,98.33540148571247,11.859519060898247,44.74849710809844,93.12626391605669,2495,8781,32.0,0.8,8673.0,,BU05182665,47.0,60.0,463.0,4.3,25.6,43.7,Bezuidenhout-Midden
57,249.44823373477882,107.54422904717656,11.416344747007305,62.760553368346756,92.18148590577576,5249,8781,26.0,0.6,12269.0,,BU05182666,43.1,50.9,369.0,3.1,27.1,35.7,Bezuidenhout-Oost
58,213.24876975170625,96.93016877120446,21.166554952323416,67.55269944402976,96.35446004542209,4649,8781,61.0,0.2,17934.0,,BU05182718,24.4,28.7,223.0,8.7,57.4,10.1,Huygenspark
59,184.66700825497293,126.73692752864709,28.256656575434334,80.32787014893266,95.12295328297208,576,8781,45.0,0.2,9677.0,,BU05182762,27.0,29.6,207.0,12.7,51.2,9.8,Rivierenbuurt-Zuid
60,188.9187283229025,83.34559456834663,25.61489584524555,70.79615683639634,98.34707460973361,1918,8781,47.0,0.9,11020.0,,BU05182763,35.0,42.3,336.0,11.2,46.1,23.2,Rivierenbuurt-Noord
61,264.7704269854293,109.52135434527777,13.772006016322738,52.268805003792956,91.96813187957584,4746,8781,42.0,0.4,13032.0,,BU05182811,34.6,40.5,318.0,7.6,43.1,22.4,Kortenbos
62,216.34219173037613,89.44070245286433,18.619490393969865,66.87966886602126,96.14923936871612,1907,8781,32.0,0.6,4490.0,,BU05182812,54.5,62.1,522.0,5.4,30.6,34.9,Voorhout
63,176.88689309100826,74.5408539581703,21.300164143513896,81.5096425326762,98.93873343923686,2455,8781,49.0,0.9,14243.0,,BU05182813,41.5,48.6,388.0,5.5,35.5,31.7,Uilebomen
64,231.88145682987124,119.73639768638402,20.24784945717407,64.77150311638331,92.37282472265535,4458,8781,47.0,0.3,14974.0,,BU05182814,31.1,35.5,282.0,7.6,46.3,16.3,Zuidwal
65,409.1977388477639,129.70497410510978,4.607110958013216,27.411897024096916,70.7922119602711,6050,8781,79.0,0.5,22143.0,,BU05182915,21.1,27.2,243.0,10.1,57.8,7.3,Schildersbuurt-West
66,494.79245516629254,110.19745417478423,0.9258227603990651,8.768234045714578,52.37548644628565,4253,8781,82.0,0.5,20794.0,,BU05182916,19.8,25.8,237.0,11.1,63.2,6.2,Schildersbuurt-Noord
67,641.6822388543598,92.01963424769355,0.0,2.746708231955635,26.056019853586893,2632,8781,86.0,0.5,19495.0,,BU05182917,18.9,24.8,248.0,11.3,62.7,5.1,Schildersbuurt-Oost
68,464.881257322526,74.32294130677002,0.0,3.2592074364790315,64.59607118266365,1801,8781,76.0,0.5,21781.0,,BU05183032,20.3,26.2,221.0,12.6,60.4,5.9,Transvaalkwartier-Noord
69,435.6254772693601,114.00539884007345,3.198757460500899,9.111022160452524,70.0897592450658,1853,8781,74.0,0.6,18322.0,,BU05183033,21.2,28.9,266.0,9.5,51.9,8.6,Transvaalkwartier-Midden
70,450.24792552554396,104.3535532055356,0.9528487225514687,9.518201087188167,66.3304285615079,2573,8781,64.0,0.6,20311.0,,BU05183034,21.7,28.7,280.0,9.5,51.3,7.3,Transvaalkwartier-Zuid
71,371.98786319085195,62.934193169359176,0.5317517559858977,12.44926515823908,88.90072149524376,3024,8781,32.0,0.6,18196.0,,BU05183130,26.8,32.9,244.0,5.1,41.1,11.2,Rustenburg
72,255.542508480155,105.81664868815868,5.391954944440404,60.30566739018284,94.2767850795761,2081,8781,40.0,0.6,20438.0,,BU05183131,26.7,33.2,245.0,6.0,40.2,11.4,Oostbroek-Noord
73,374.93411242185084,99.70944360948486,1.8693885507975532,22.107579667522916,81.05470384544572,3470,8781,41.0,0.5,22108.0,,BU05183135,24.4,31.0,237.0,6.4,42.8,8.8,Oostbroek-Zuid
74,362.34599696176963,119.37902563515537,4.244890400482937,31.607090831001695,78.11094558286995,8463,8781,30.0,0.6,13219.0,,BU05183284,29.9,36.1,258.0,3.9,36.5,15.2,Leyenburg
75,544.8978729340807,239.3588533914134,1.3815316291857873,11.327121643264055,58.617934902486915,3612,8781,69.0,0.6,10608.0,,BU05183387,21.1,28.2,236.0,8.6,55.2,7.6,"Venen, Oorden en Raden"
76,580.8384535425744,229.64834161014994,2.7004077783571785,10.989729952562383,38.896461059264716,3420,8781,65.0,0.7,8159.0,,BU05183396,23.1,30.0,223.0,6.5,50.4,9.0,"Zijden, Steden en Zichten"
77,725.0304346231269,308.0507524010469,2.2398141855257365,9.37003208445023,31.499613807811905,4759,8781,65.0,0.6,11094.0,,BU05183398,22.8,30.0,243.0,8.0,51.7,9.6,Dreven en Gaarden
78,1022.7964800341621,340.2512772512247,9.322741197584731,9.541242944403123,19.5214578666486,943,8781,27.0,0.7,1597.0,,BU05183399,37.9,46.6,447.0,4.9,48.1,23.6,De Uithof
79,455.5184812891529,270.77487510420383,5.681637734597791,25.413216843898653,72.1470091474711,3124,8781,61.0,0.6,14030.0,,BU05183480,23.0,29.5,198.0,8.5,50.8,7.3,Morgenstond-Zuid
80,606.8239008580075,142.65291155465462,0.24415449214593996,4.972475003443627,31.564450364939695,3627,8781,63.0,0.7,13067.0,,BU05183488,27.1,35.0,289.0,4.7,43.2,15.6,Morgenstond-West
81,467.04397502112573,146.8300228162899,2.566626345847791,13.539671735151044,60.586703814752575,3537,8781,61.0,0.5,10249.0,,BU05183489,24.3,30.7,207.0,7.7,51.0,9.4,Morgenstond-Oost
82,304.85184016369453,263.5082482225563,0.0,72.39979208033546,72.76511730435087,101,8781,32.0,0.5,158.0,,BU05183536,23.8,24.8,188.0,11.2,64.5,3.9,Zuiderpark
83,715.6911130613942,170.6604935536452,0.0,1.6150995843071942,15.780868855001549,1763,8781,68.0,0.6,8739.0,,BU05183620,22.6,29.9,210.0,10.0,52.9,8.3,Moerwijk-Oost
84,453.0485489636594,213.29565746361502,5.40971168463028,23.837579448116973,60.88871058874928,3323,8781,71.0,0.5,12435.0,,BU05183637,19.6,25.6,181.0,10.0,62.4,4.4,Moerwijk-West
85,480.43267621805785,142.39333380835043,3.76164997005999,21.89108180503642,51.29647377614028,3224,8781,55.0,0.5,15140.0,,BU05183638,22.9,29.1,217.0,8.3,50.3,7.5,Moerwijk-Noord
86,694.1999185157971,247.60725682619722,0.0,0.0,26.05325077341104,2420,8781,71.0,0.6,11286.0,,BU05183639,23.8,32.0,218.0,8.9,50.6,11.3,Moerwijk-Zuid
87,478.89999629087333,154.82939578417353,0.0,18.704375636126198,55.03558142702848,1723,8781,71.0,0.9,16462.0,,BU05183721,22.2,29.2,286.0,9.2,50.2,9.1,Groente- en Fruitmarkt
88,285.8170144489914,110.35838127412228,18.29609018123315,46.38442510111006,89.48069203546683,3238,8781,65.0,0.3,18197.0,,BU05183819,24.6,29.1,211.0,7.5,54.8,11.7,Laakhaven-Oost
89,526.6292620364263,97.54116094935388,3.0017042699134238,9.82829088056283,38.1619100629066,3735,8781,70.0,0.5,12794.0,,BU05183822,26.8,32.8,228.0,7.7,46.0,12.0,Laakhaven-West
90,470.1202573440226,302.2426915051962,2.83081751002012,24.99192833989692,68.15606004990345,1613,8781,67.0,0.7,12341.0,,BU05183823,23.6,30.6,281.0,7.4,49.9,10.6,Spoorwijk
91,478.1643908918209,218.19190528051337,3.147385353331406,20.241622053612605,59.45336781080276,3517,8781,43.0,0.6,17760.0,,BU05183824,25.1,31.2,245.0,6.8,43.3,8.8,Laakkwartier-West
92,365.63768867048253,128.64929524417298,2.4823429795813348,28.493423563923795,82.6315955043226,5184,8781,40.0,0.5,21126.0,,BU05183825,25.2,30.9,240.0,7.1,44.0,9.0,Laakkwartier-Oost
93,418.5853468728104,119.29432465515215,4.4135029517093995,20.34178081881683,68.53635832903518,3924,8781,62.0,0.5,17089.0,,BU05183826,21.9,27.7,224.0,8.5,54.5,7.3,Noordpolderbuurt
94,602.0011970201925,279.4651924185036,11.054122088233951,14.91435300694035,43.82443884253965,1902,8781,55.0,1.1,1551.0,,BU05183960,49.6,59.6,309.0,2.9,18.3,44.4,Binckhorst
95,736.3746957607698,300.91696807445476,0.15164782339996175,9.735790262277545,27.872972405658516,1556,8781,52.0,1.0,4782.0,,BU05184001,34.7,44.6,429.0,4.1,35.1,26.2,Erasmus Veld
96,1102.989018983613,547.4264245221527,1.070752999876733,6.590114696206024,21.268164534036625,3155,8781,49.0,1.1,9042.0,,BU05184002,33.3,46.4,481.0,4.2,35.5,29.2,Hoge Veld
97,1499.1450229564578,743.76618241054,0.0,0.0,6.47176991598567,1066,8781,34.0,1.3,7617.0,,BU05184003,41.6,51.4,552.0,1.4,32.4,34.0,Parkbuurt oosteinde
98,852.6717362721571,315.58141358456913,0.0,0.0,30.445243427819445,63,8781,13.0,,93.0,,BU05184106,43.1,52.8,700.0,,34.0,34.7,Vlietzoom-West
99,,,,,,0,0,,,,,BU05184107,,,,,,,Vliegeniersbuurt
100,1061.363435371235,788.5551429521905,0.0,0.0,44.14788423056274,350,8781,68.0,0.9,1436.0,,BU05184110,28.5,39.3,378.0,9.4,36.7,17.5,De Reef
101,1165.3622250131477,482.76679328911547,0.0,0.0,3.0710018296171584,668,8781,25.0,1.5,2781.0,,BU05184208,54.3,71.9,819.0,3.0,32.2,47.7,Bosweide
102,,,,,,0,0,,,,,BU05184209,,,,,,,Tedingerbroek
103,1217.050876388139,762.7097586657871,2.2738884121889447,7.930359353179372,25.26255878227572,2686,8781,44.0,1.0,8416.0,,BU05184212,34.1,44.7,411.0,3.3,35.4,28.8,Morgenweide
104,1367.807594783242,909.3301394222607,2.455070315561426,8.833664219543447,21.636741192284344,2032,8781,41.0,1.0,9887.0,,BU05184213,33.9,43.1,427.0,3.8,37.7,27.2,Singels
105,1677.3699357235644,1004.301241814499,0.0,0.7528896938747155,7.584666545700836,1672,8781,42.0,1.1,5692.0,,BU05184214,32.8,41.9,412.0,3.8,37.1,26.0,Waterbuurt
106,2181.942832273174,1003.7169649036043,0.0,0.0,0.0,1100,8781,25.0,1.2,6703.0,,BU05184215,38.8,50.8,550.0,2.1,37.2,34.4,De Bras
107,1197.2003759424692,450.1815148736567,0.0,0.0,3.6175407129028585,32,8781,10.0,1.3,79.0,,BU05184316,60.0,,836.0,,,,Vlietzoom-Oost
108,,,,,,0,0,,,24.0,,BU05184317,,,,,,,De Rivieren
109,651.8054569540382,236.66461533653924,0.3943471999502064,9.039651198858579,27.149287996571907,999,8781,21.0,0.8,12318.0,,BU06030111,,,,,,,Cromvliet
110,829.0730931810082,157.09984707682793,0.0,0.0,1.9129820967524387,998,8781,16.0,1.1,9294.0,,BU06030112,,,,,,,Leeuwendaal
111,649.1364004773909,194.6122310672832,0.7604822545047356,4.05590535735859,34.00713517735969,1315,8781,24.0,0.8,10356.0,,BU06030221,,,,,,,Oud-Rijswijk
112,849.2201603682803,272.2592117104862,0.0,0.0,0.7283091924459543,1484,8781,19.0,0.8,10168.0,,BU06030222,,,,,,,Bomenbuurt
113,737.0587108227702,149.0780515875032,0.0,0.0,7.359009347209236,334,8781,23.0,0.7,3636.0,,BU06030223,,,,,,,Welgelegen
114,1052.558782694198,88.2458214311216,0.0,0.0,0.0,2201,8781,25.0,0.7,9971.0,,BU06030224,,,,,,,Rembrandtkwartier
115,1155.203000785246,291.9684758041741,0.0,0.0,0.0,269,8781,43.0,0.5,5305.0,,BU06030225,,,,,,,Havenkwartier
116,554.7081033940341,532.7667219655103,21.167954270767897,37.35521341900217,77.20077439927115,62,8781,32.0,,739.0,,BU06030391,,,,,,,Hoornwijck
117,710.1123989287996,521.2303547445571,0.0,0.0,57.70562934895016,99,8781,16.0,,948.0,,BU06030392,,,,,,,Broekpolder
118,863.5292668120444,230.42967940973418,0.0,0.0,0.0,68,8781,46.0,0.7,176.0,,BU06030431,,,,,,,Julianapark
119,1420.9169011983006,189.59163597322825,0.0,0.0,0.0,616,8781,19.0,0.9,7532.0,,BU06030432,,,,,,,Huis te Lande
120,1527.2763236880319,83.81647225018165,0.0,0.0,0.0,2075,8781,36.0,0.7,5363.0,,BU06030434,,,,,,,Te Werve
121,1711.2730927670523,180.73654435796573,0.0,0.0,0.0,1249,8781,51.0,2.2,1139.0,,BU06030581,,,,,,,Plaspoelpolder
122,1888.8728622815747,125.81915853823952,0.0,0.0,0.0,1002,8781,34.0,0.8,8791.0,,BU06030633,,,,,,,Stationskwartier
123,906.5868910297642,174.3181287958436,0.0,0.0,0.0,2,8781,,,45.0,,BU06030641,,,,,,,Spoorzicht
124,1569.9358514219448,107.20611716513083,0.0,0.0,0.0,1505,8781,33.0,0.7,9996.0,,BU06030642,,,,,,,Kleurenbuurt
125,1987.599049383532,92.41588239754635,0.0,0.0,0.0,1342,8781,44.0,0.5,8074.0,,BU06030643,,,,,,,Artiestenbuurt
126,2447.3208542241237,180.8636956840214,0.0,0.0,0.0,2197,8781,47.0,0.7,8608.0,,BU06030771,,,,,,,Muziekbuurt
127,,,,,,0,0,,,,,BU06030772,,,,,,,Wilhelminapark
128,1692.302101491318,93.80064223763189,0.0,0.0,0.0,345,8781,16.0,0.6,818.0,,BU06030851,,,,,,,Overvoorde
129,1429.6318044004345,332.4281240568015,0.0,0.0,0.0,1569,8781,25.0,1.2,5758.0,,BU06030852,,,,,,,Strijp
130,1542.2821354906348,175.6960678296926,0.0,0.0,0.0,424,8781,29.0,1.0,7467.0,,BU06030853,,,,,,,Presidentenbuurt
131,1921.2063363761401,218.9502159441793,0.0,0.0,0.0,2247,8781,36.0,0.8,8429.0,,BU06030854,,,,,,,Ministerbuurt
132,2196.280855545908,542.6241155406765,0.0,0.0,0.0,3263,8781,45.0,0.8,10959.0,,BU06030961,,,,,,,Stervoorde
133,1736.5813032255767,693.5136172215712,0.0,0.0,0.0,302,8781,33.0,1.4,2036.0,,BU06030962,,,,,,,Eikelenburg
134,2061.9394697056696,400.7096034826699,0.0,0.0,0.0,7,8781,,,21.0,,BU06031082,,,,,,,Elsenburg
135,2556.058961998334,565.0902825088951,0.0,0.0,0.0,165,8781,12.0,1.1,1014.0,,BU06031083,,,,,,,Pasgeld
136,1733.066762570298,557.5045711900021,0.0,0.0,0.0,4,8781,,,25.0,,BU06031193,,,,,,,Kraayenburg
137,2549.928366348839,691.8252771828882,0.0,0.0,0.0,299,8781,19.0,1.0,4059.0,,BU06031194,,,,,,,Vrijenban
138,3347.058945007587,79.0355842868857,0.0,0.0,0.0,228,8781,24.0,1.4,608.0,,BU06290001,,,,,,,Oud-Wassenaar
139,2525.6067575836,78.99332435188182,0.0,0.0,0.0,564,8781,25.0,1.5,1214.0,,BU06290002,,,,,,,Nieuw-Wassenaar
140,1206.3746504596813,144.73137926775894,0.0,0.0,0.0,92,8781,17.0,1.3,100.0,,BU06290003,,,,,,,Duindigt met Groenendaal
141,2874.616418376777,176.84881268737962,0.0,0.0,0.0,309,8781,23.0,1.3,481.0,,BU06290004,,,,,,,Oud-Clingendaal
142,3205.368656911665,158.20008159839952,0.0,0.0,0.0,193,8781,23.0,1.8,456.0,,BU06290005,,,,,,,De Kieviet
143,2318.977809370223,196.3515351374227,0.0,0.0,0.0,526,8781,21.0,1.0,3745.0,,BU06290006,,,,,,,Kerkehout
144,2095.8463947485425,161.20401205798234,0.0,0.0,0.0,207,8781,26.0,1.5,1494.0,,BU06290007,,,,,,,Klingenbosch
145,2476.9885241959305,244.8788572370411,0.0,0.0,0.0,2,8781,,,6.0,,BU06290008,,,,,,,Verspreide huizen Eikenhorst
146,,,,,,0,0,,,1.0,,BU06290009,,,,,,,Verspreide huizen Meijendel
147,1325.621657548809,418.19954259623023,0.0,0.0,0.0,38,8781,9.0,1.5,272.0,,BU17830603,,,,,,,Buitengebied 2 wateringen
148,942.9717261600788,491.750536896248,0.0,0.0,18.342219019483434,476,8781,19.0,1.2,4320.0,,BU17830607,,,,,,,Wateringen Noord en Ambachtshof
149,1270.265180702122,599.3799468710065,0.0,0.0,4.375100445205079,1391,8781,15.0,1.2,8190.0,,BU17830610,,,,,,,Vliettuinen
150,2116.776063775264,369.28488815363517,0.0,0.0,0.0,945,8781,13.0,1.2,4679.0,,BU17830903,,,,,,,Westhof en Dijkpolder
