buurt_idx,mean_distance,std_distance,mean_pct_100m,mean_pct_250m,mean_pct_500m,total_addresses,n_observations,percentage_met_herkomstland_buiten_europa,personenautos_per_huishouden,bevolkingsdichtheid_inwoners_per_km2,percentage_koopwoningen,buurtcode,gemiddeld_inkomen_per_inwoner,gemiddeld_inkomen_per_ontvanger,gemiddelde_woz_waarde,pct_huishoudens_laag_inkomen,pct_personen_laagste_40,pct_personen_hoogste_20,buurtnaam
75,3110.7759743630754,94.60660097745948,0.0,0.0,0.0,3612,2208,69.0,0.6,10608.0,,BU05183387,21.1,28.2,236.0,8.6,55.2,7.6,"Venen, Oorden en Raden"
76,3472.660270897331,95.46140775195312,0.0,0.0,0.0,3420,2208,65.0,0.7,8159.0,,BU05183396,23.1,30.0,223.0,6.5,50.4,9.0,"Zijden, Steden en Zichten"
77,3752.0768948533228,101.21949036018621,0.0,0.0,0.0,4759,2208,65.0,0.6,11094.0,,BU05183398,22.8,30.0,243.0,8.0,51.7,9.6,Dreven en Gaarden
78,4514.364205643718,93.93918638673433,0.0,0.0,0.0,943,2208,27.0,0.7,1597.0,,BU05183399,37.9,46.6,447.0,4.9,48.1,23.6,De Uithof
79,2781.646571422313,154.31273210232823,0.0,0.0,0.0,3124,2208,61.0,0.6,14030.0,,BU05183480,23.0,29.5,198.0,8.5,50.8,7.3,Morgenstond-Zuid
80,2375.173945077116,99.36758569852232,0.0,0.0,0.0,3627,2208,63.0,0.7,13067.0,,BU05183488,27.1,35.0,289.0,4.7,43.2,15.6,Morgenstond-West
81,2005.4739914231582,101.51358191631046,0.0,0.0,0.0,3537,2208,61.0,0.5,10249.0,,BU05183489,24.3,30.7,207.0,7.7,51.0,9.4,Morgenstond-Oost
82,1492.9788134001672,100.4462539620416,0.0,0.0,0.0,101,2208,32.0,0.5,158.0,,BU05183536,23.8,24.8,188.0,11.2,64.5,3.9,Zuiderpark
83,2166.8272357900278,310.7016440487097,0.0,0.0,0.0,1763,2208,68.0,0.6,8739.0,,BU05183620,22.6,29.9,210.0,10.0,52.9,8.3,Moerwijk-Oost
84,2271.305468992947,295.0386126421461,0.0,0.0,0.0,3323,2208,71.0,0.5,12435.0,,BU05183637,19.6,25.6,181.0,10.0,62.4,4.4,Moerwijk-West
85,1774.42277347082,360.665904999671,0.0,0.0,0.0,3224,2208,55.0,0.5,15140.0,,BU05183638,22.9,29.1,217.0,8.3,50.3,7.5,Moerwijk-Noord
86,2703.370562172567,332.7794448021059,0.0,0.0,0.0,2420,2208,71.0,0.6,11286.0,,BU05183639,23.8,32.0,218.0,8.9,50.6,11.3,Moerwijk-Zuid
87,1251.8732092880691,365.269134353768,0.7938210233246696,4.707358668315291,11.280196741443557,1723,2208,71.0,0.9,16462.0,,BU05183721,22.2,29.2,286.0,9.2,50.2,9.1,Groente- en Fruitmarkt
88,246.99018689126768,27.765558781922,17.965414104251145,53.590654680380624,97.34588581249834,3238,2208,65.0,0.3,18197.0,,BU05183819,24.6,29.1,211.0,7.5,54.8,11.7,Laakhaven-Oost
89,882.5577491068588,70.2086597070858,0.0,0.0,6.485992278291912,3735,2208,70.0,0.5,12794.0,,BU05183822,26.8,32.8,228.0,7.7,46.0,12.0,Laakhaven-West
90,1751.202349201195,179.28670930550786,0.0,0.0,0.0,1613,2208,67.0,0.7,12341.0,,BU05183823,23.6,30.6,281.0,7.4,49.9,10.6,Spoorwijk
91,1399.6920394673457,57.36851000736902,0.0,0.0,0.0,3517,2208,43.0,0.6,17760.0,,BU05183824,25.1,31.2,245.0,6.8,43.3,8.8,Laakkwartier-West
92,893.8026925772929,34.91987648414309,0.0,0.0,3.1254542963857572,5184,2208,40.0,0.5,21126.0,,BU05183825,25.2,30.9,240.0,7.1,44.0,9.0,Laakkwartier-Oost
93,911.4126327510918,13.966440616569786,0.0,0.0,1.8152991069449984,3924,2208,62.0,0.5,17089.0,,BU05183826,21.9,27.7,224.0,8.5,54.5,7.3,Noordpolderbuurt
94,1237.2148604451531,19.806938566636045,0.0,0.3643666468553315,0.44075458327618516,1902,2208,55.0,1.1,1551.0,,BU05183960,49.6,59.6,309.0,2.9,18.3,44.4,Binckhorst
95,3433.8246719947733,187.32476032268087,0.0,0.0,0.0,1556,2208,52.0,1.0,4782.0,,BU05184001,34.7,44.6,429.0,4.1,35.1,26.2,Erasmus Veld
96,4087.4513380517,248.59332455432934,0.0,0.0,0.0,3155,2208,49.0,1.1,9042.0,,BU05184002,33.3,46.4,481.0,4.2,35.5,29.2,Hoge Veld
97,4692.165834982919,288.0510476571234,0.0,0.0,0.0,1066,2208,34.0,1.3,7617.0,,BU05184003,41.6,51.4,552.0,1.4,32.4,34.0,Parkbuurt oosteinde
98,2234.1364242891646,14.032364507733645,0.0,0.0,0.0,63,2208,13.0,,93.0,,BU05184106,43.1,52.8,700.0,,34.0,34.7,Vlietzoom-West
99,,,,,,0,0,,,,,BU05184107,,,,,,,Vliegeniersbuurt
100,3946.3900528183085,0.0,0.0,0.0,0.0,350,2208,68.0,0.9,1436.0,,BU05184110,28.5,39.3,378.0,9.4,36.7,17.5,De Reef
101,3735.336619584413,16.987212329719824,0.0,0.0,0.0,668,2208,25.0,1.5,2781.0,,BU05184208,54.3,71.9,819.0,3.0,32.2,47.7,Bosweide
102,,,,,,0,0,,,,,BU05184209,,,,,,,Tedingerbroek
103,4265.937540164407,7.18774144718993,0.0,0.0,0.0,2686,2208,44.0,1.0,8416.0,,BU05184212,34.1,44.7,411.0,3.3,35.4,28.8,Morgenweide
104,4337.327471519667,11.963627197721772,0.0,0.0,0.0,2032,2208,41.0,1.0,9887.0,,BU05184213,33.9,43.1,427.0,3.8,37.7,27.2,Singels
105,4825.147222294836,11.40432509253038,0.0,0.0,0.0,1672,2208,42.0,1.1,5692.0,,BU05184214,32.8,41.9,412.0,3.8,37.1,26.0,Waterbuurt
106,5604.173571393598,3.4981914314657483,0.0,0.0,0.0,1100,2208,25.0,1.2,6703.0,,BU05184215,38.8,50.8,550.0,2.1,37.2,34.4,De Bras
107,2363.5346689281505,28.719390738363984,0.0,0.0,0.0,32,2208,10.0,1.3,79.0,,BU05184316,60.0,,836.0,,,,Vlietzoom-Oost
108,,,,,,0,0,,,24.0,,BU05184317,,,,,,,De Rivieren
109,1497.0643685359385,6.77171896564696,0.0,0.0,0.0,999,2208,21.0,0.8,12318.0,,BU06030111,,,,,,,Cromvliet
110,1945.5406570060024,5.81783488921272,0.0,0.0,0.0,998,2208,16.0,1.1,9294.0,,BU06030112,,,,,,,Leeuwendaal
111,1552.8363895858502,26.809968864903468,0.0,0.0,0.0,1315,2208,24.0,0.8,10356.0,,BU06030221,,,,,,,Oud-Rijswijk
112,2282.283601163931,26.16774913457479,0.0,0.0,0.0,1484,2208,19.0,0.8,10168.0,,BU06030222,,,,,,,Bomenbuurt
113,1568.7733597302204,35.33950537858705,0.0,0.0,0.0,334,2208,23.0,0.7,3636.0,,BU06030223,,,,,,,Welgelegen
114,2046.181303212247,34.93867833022657,0.0,0.0,0.0,2201,2208,25.0,0.7,9971.0,,BU06030224,,,,,,,Rembrandtkwartier
115,2621.184979216121,34.797888039765745,0.0,0.0,0.0,269,2208,43.0,0.5,5305.0,,BU06030225,,,,,,,Havenkwartier
116,2523.251252734056,9.102330204969608,0.0,0.0,0.0,62,2208,32.0,,739.0,,BU06030391,,,,,,,Hoornwijck
117,2650.1133508814737,21.075426282023564,0.0,0.0,0.0,99,2208,16.0,,948.0,,BU06030392,,,,,,,Broekpolder
118,2029.7748214443855,89.94487424691475,0.0,0.0,0.0,68,2208,46.0,0.7,176.0,,BU06030431,,,,,,,Julianapark
119,2656.7914898042386,128.740815477139,0.0,0.0,0.0,616,2208,19.0,0.9,7532.0,,BU06030432,,,,,,,Huis te Lande
120,2639.2033586892494,47.170941653374065,0.0,0.0,0.0,2075,2208,36.0,0.7,5363.0,,BU06030434,,,,,,,Te Werve
121,3069.4337102515483,43.92718680752087,0.0,0.0,0.0,1249,2208,51.0,2.2,1139.0,,BU06030581,,,,,,,Plaspoelpolder
122,3083.83253230113,95.15424893913763,0.0,0.0,0.0,1002,2208,34.0,0.8,8791.0,,BU06030633,,,,,,,Stationskwartier
123,2306.1772688668952,235.68509337022888,0.0,0.0,0.0,2,2208,,,45.0,,BU06030641,,,,,,,Spoorzicht
124,2931.8920192629885,199.84286762070943,0.0,0.0,0.0,1505,2208,33.0,0.7,9996.0,,BU06030642,,,,,,,Kleurenbuurt
125,3272.238874798096,149.60115149697387,0.0,0.0,0.0,1342,2208,44.0,0.5,8074.0,,BU06030643,,,,,,,Artiestenbuurt
126,3871.3787401942805,116.53198720223735,0.0,0.0,0.0,2197,2208,47.0,0.7,8608.0,,BU06030771,,,,,,,Muziekbuurt
127,,,,,,0,0,,,,,BU06030772,,,,,,,Wilhelminapark
128,3204.65511724622,237.27672810536225,0.0,0.0,0.0,345,2208,16.0,0.6,818.0,,BU06030851,,,,,,,Overvoorde
129,3856.286067450041,311.08713765924415,0.0,0.0,0.0,1569,2208,25.0,1.2,5758.0,,BU06030852,,,,,,,Strijp
130,3449.2967735721522,293.45937987416124,0.0,0.0,0.0,424,2208,29.0,1.0,7467.0,,BU06030853,,,,,,,Presidentenbuurt
131,3702.130383518078,232.49321994518328,0.0,0.0,0.0,2247,2208,36.0,0.8,8429.0,,BU06030854,,,,,,,Ministerbuurt
132,4248.635769526578,199.0823451256014,0.0,0.0,0.0,3263,2208,45.0,0.8,10959.0,,BU06030961,,,,,,,Stervoorde
133,4505.635332438022,284.47265337025,0.0,0.0,0.0,302,2208,33.0,1.4,2036.0,,BU06030962,,,,,,,Eikelenburg
134,3933.2608845837067,37.81093079624692,0.0,0.0,0.0,7,2208,,,21.0,,BU06031082,,,,,,,Elsenburg
135,4790.516330624306,35.52588508643769,0.0,0.0,0.0,165,2208,12.0,1.1,1014.0,,BU06031083,,,,,,,Pasgeld
136,3866.414979093918,32.682951327546114,0.0,0.0,0.0,4,2208,,,25.0,,BU06031193,,,,,,,Kraayenburg
137,5010.858255884287,33.71807239727729,0.0,0.0,0.0,299,2208,19.0,1.0,4059.0,,BU06031194,,,,,,,Vrijenban
138,3310.4717300053894,0.0,0.0,0.0,0.0,228,2208,24.0,1.4,608.0,,BU06290001,,,,,,,Oud-Wassenaar
139,2396.608223918538,0.0,0.0,0.0,0.0,564,2208,25.0,1.5,1214.0,,BU06290002,,,,,,,Nieuw-Wassenaar
140,945.4861898763904,17.98660993341847,0.0,0.16048361688720855,1.8706679269061124,92,2208,17.0,1.3,100.0,,BU06290003,,,,,,,Duindigt met Groenendaal
141,3407.7041683452135,2.4868709879005837,0.0,0.0,0.0,309,2208,23.0,1.3,481.0,,BU06290004,,,,,,,Oud-Clingendaal
142,2867.0855242572693,0.0,0.0,0.0,0.0,193,2208,23.0,1.8,456.0,,BU06290005,,,,,,,De Kieviet
143,2965.419123498658,6.5168543677252115,0.0,0.0,0.0,526,2208,21.0,1.0,3745.0,,BU06290006,,,,,,,Kerkehout
144,1703.775949553939,0.0,0.0,0.0,0.0,207,2208,26.0,1.5,1494.0,,BU06290007,,,,,,,Klingenbosch
145,3405.0137693583497,32.619694424656075,0.0,0.0,0.0,2,2208,,,6.0,,BU06290008,,,,,,,Verspreide huizen Eikenhorst
146,,,,,,0,0,,,1.0,,BU06290009,,,,,,,Verspreide huizen Meijendel
147,4730.97972765708,101.03259286883002,0.0,0.0,0.0,38,2208,9.0,1.5,272.0,,BU17830603,,,,,,,Buitengebied 2 wateringen
148,4224.646327446752,118.4242719588433,0.0,0.0,0.0,476,2208,19.0,1.2,4320.0,,BU17830607,,,,,,,Wateringen Noord en Ambachtshof
149,4583.773083943826,177.89045170188112,0.0,0.0,0.0,1391,2208,15.0,1.2,8190.0,,BU17830610,,,,,,,Vliettuinen
150,5806.636923386931,106.00194531103472,0.0,0.0,0.0,945,2208,13.0,1.2,4679.0,,BU17830903,,,,,,,Westhof en Dijkpolder
151,4657.142693075831,108.84511222800722,0.0,0.0,0.0,34,2208,10.0,,109.0,,BU17830904,,,,,,,Bedrijventerrein ABC Westland
152,5254.746582971613,93.93990696039693,0.0,0.0,0.0,24,2208,10.0,1.0,388.0,,BU17830906,,,,,,,Buitengebied 1 Poeldijk
153,5968.551283308739,113.14777473165378,0.0,0.0,0.0,60,2208,4.0,1.4,416.0,,BU17830907,,,,,,,Buitengebied 2 Poeldijk
154,2673.2690523786964,29.01710130460647,0.0,0.0,0.0,122,2208,25.0,1.2,4110.0,,BU19160100,,,,,,,De Zijde
155,2275.093567922623,61.465345599412124,0.0,0.0,0.0,624,2208,22.0,1.0,7591.0,,BU19160102,,,,,,,Park Veursehout
156,,,,,,0,0,,,,,BU19160103,,,,,,,Leidsenhage
157,,,,,,0,0,27.0,1.3,154.0,,BU19160104,,,,,,,Schakenbosch en het Buitengebied
158,2483.0936721835533,111.63556137212208,0.0,0.0,0.0,139,2208,14.0,1.1,4468.0,,BU19160700,,,,,,,Damsigt
159,2316.1182534177055,111.78784178416086,0.0,0.0,0.0,238,2208,19.0,1.0,5434.0,,BU19160703,,,,,,,Sijtwende
160,2246.3530315612234,105.77751697346538,0.0,0.0,0.0,299,2208,13.0,1.2,2974.0,,BU19160704,,,,,,,Kleurenbuurt
161,1744.5214583396832,80.4505146207968,0.0,0.0,0.0,391,2208,34.0,0.9,6164.0,,BU19160800,,,,,,,Essesteijn / Gaarden
162,2051.875089782857,95.13585046638546,0.0,0.0,0.0,315,2208,28.0,1.1,5308.0,,BU19160801,,,,,,,Nieuw Essesteijn / Zijdezigt
163,1785.973227726759,113.58271742948789,0.0,0.0,0.0,498,2208,23.0,0.8,5598.0,,BU19160802,,,,,,,Essesteijn / Weiden
164,1687.9782750122522,111.14765827442254,0.0,0.0,0.0,527,2208,17.0,0.9,4651.0,,BU19160803,,,,,,,Essesteijn / Tuinen
165,1395.3227564332817,104.84829086514635,0.0,0.0,0.0,1111,2208,21.0,0.8,5179.0,,BU19160804,,,,,,,Essesteijn / Dreven
166,1412.7886053487632,96.43603369775062,0.0,0.0,0.0,1425,2208,39.0,0.6,5250.0,,BU19160900,,,,,,,Voorburg Midden noord
167,1182.074830459139,16.611009999488555,0.0,0.0,0.0,1729,2208,30.0,0.7,12783.0,,BU19160901,,,,,,,Voorburg Midden midden
168,1257.9975389971296,0.0,0.0,0.0,0.0,1211,2208,25.0,0.7,6736.0,,BU19160902,,,,,,,Voorburg Midden zuid
169,876.7722591950205,105.12964662295708,0.0,0.0,4.169435796984855,1243,2208,34.0,0.7,7439.0,,BU19161000,,,,,,,Bovenveen noord
170,580.0686985409397,44.66671909249267,0.0,0.2343200548211999,36.11900693680534,2411,2208,40.0,0.6,12983.0,,BU19161001,,,,,,,Bovenveen midden
171,598.3173672724045,0.0,0.0,0.0,22.690763052208837,498,2208,26.0,0.8,10068.0,,BU19161002,,,,,,,Bovenveen zuid
172,854.4548722838254,0.6119284997137501,0.0,0.0,10.592070185642966,1794,2208,31.0,0.7,8473.0,,BU19161100,,,,,,,Voorburg Noord zuid
173,366.01722975021215,0.05008382225030195,0.0,20.846493998736577,83.44914718888187,1583,2208,31.0,0.6,15953.0,,BU19161101,,,,,,,Voorburg Noord noord
174,1960.9731403550318,10.635995668097994,0.0,0.0,0.0,1187,2208,15.0,1.1,5173.0,,BU19161200,,,,,,,Voorburg West zuid
175,2456.1639232753378,18.114818771118895,0.0,0.0,0.0,160,2208,16.0,1.4,2697.0,,BU19161201,,,,,,,Park Leeuwenbergh
176,1673.5364481798367,26.872099334023485,0.0,0.0,0.0,824,2208,18.0,0.9,8211.0,,BU19161202,,,,,,,Voorburg West noord
177,2073.156806057517,70.4781616160541,0.0,0.0,0.0,1697,2208,14.0,1.1,6572.0,,BU19161300,,,,,,,Voorburg Oud noord
178,1846.5628185055969,0.17087450382231956,0.0,0.0,0.0,1430,2208,16.0,0.9,6232.0,,BU19161301,,,,,,,Voorburg Oud zuid
179,4612.019990985864,0.0,0.0,0.0,0.0,646,2208,35.0,1.1,8316.0,,BU19260225,,,,,,,De Venen Centrum
180,4808.876637741128,13.151098556697818,0.0,0.0,0.0,611,2208,31.0,1.3,3825.0,,BU19260226,,,,,,,De Venen / Craeyenburch
