buurt_idx,mean_distance,std_distance,mean_pct_100m,mean_pct_250m,mean_pct_500m,total_addresses,n_observations,percentage_met_herkomstland_buiten_europa,personenautos_per_huishouden,bevolkingsdichtheid_inwoners_per_km2,percentage_koopwoningen,buurtcode,gemiddeld_inkomen_per_inwoner,gemiddeld_inkomen_per_ontvanger,gemiddelde_woz_waarde,pct_huishoudens_laag_inkomen,pct_personen_laagste_40,pct_personen_hoogste_20,buurtnaam
57,171.91979245759018,49.47381477314066,21.46369527476397,82.70805538490829,99.17309827153527,5249,7417,26.0,0.6,12269.0,,BU05182666,43.1,50.9,369.0,3.1,27.1,35.7,Bezuidenhout-Oost
58,202.28099954861193,57.32328859879967,24.791259161072794,67.22870114649153,98.4245467724803,4649,7417,61.0,0.2,17934.0,,BU05182718,24.4,28.7,223.0,8.7,57.4,10.1,Huygenspark
59,179.169205128489,99.16969513169005,27.814784541518733,77.68475761389001,97.53054169850044,576,7417,45.0,0.2,9677.0,,BU05182762,27.0,29.6,207.0,12.7,51.2,9.8,Rivierenbuurt-Zuid
60,188.97077430328773,73.50077266951578,21.411616325992355,73.78128873682095,98.74900585597752,1918,7417,47.0,0.9,11020.0,,BU05182763,35.0,42.3,336.0,11.2,46.1,23.2,Rivierenbuurt-Noord
61,211.5157898556814,73.16989762627729,21.765419028880984,67.08048065113454,96.93312836236113,4746,7417,42.0,0.4,13032.0,,BU05182811,34.6,40.5,318.0,7.6,43.1,22.4,Kortenbos
62,172.6350765301276,56.58715522231197,25.557508689592545,79.4227238704378,99.08749998851121,1907,7417,32.0,0.6,4490.0,,BU05182812,54.5,62.1,522.0,5.4,30.6,34.9,Voorhout
63,159.7681743554082,53.5326965819531,23.320439338592163,86.34191227452098,99.78976573606019,2455,7417,49.0,0.9,14243.0,,BU05182813,41.5,48.6,388.0,5.5,35.5,31.7,Uilebomen
64,185.28116473629353,72.40250124060191,25.29114332605494,76.44690368234241,97.36074892032315,4458,7417,47.0,0.3,14974.0,,BU05182814,31.1,35.5,282.0,7.6,46.3,16.3,Zuidwal
65,611.1375537937535,129.10070813492916,3.0254775437708994,15.326258528263748,39.075006379135715,6050,7417,79.0,0.5,22143.0,,BU05182915,21.1,27.2,243.0,10.1,57.8,7.3,Schildersbuurt-West
66,511.9244386284533,91.29484299555703,0.5953145367555505,8.767626408165404,49.235513346684414,4253,7417,82.0,0.5,20794.0,,BU05182916,19.8,25.8,237.0,11.1,63.2,6.2,Schildersbuurt-Noord
67,708.8245358459783,115.52289713756568,0.0,1.9868100596960978,23.42256329724739,2632,7417,86.0,0.5,19495.0,,BU05182917,18.9,24.8,248.0,11.3,62.7,5.1,Schildersbuurt-Oost
68,446.0042585469081,194.37475883684718,2.9127676660390533,19.564760248471014,63.46261574603476,1801,7417,76.0,0.5,21781.0,,BU05183032,20.3,26.2,221.0,12.6,60.4,5.9,Transvaalkwartier-Noord
69,719.5383884313644,123.14385544129411,0.0,0.0,9.992206611596105,1853,7417,74.0,0.6,18322.0,,BU05183033,21.2,28.9,266.0,9.5,51.9,8.6,Transvaalkwartier-Midden
70,912.6445176512341,287.24778787182936,0.023014114327852928,1.3303331843249775,13.208382901623937,2573,7417,64.0,0.6,20311.0,,BU05183034,21.7,28.7,280.0,9.5,51.3,7.3,Transvaalkwartier-Zuid
71,569.4434587621505,129.53164852749907,0.5058181797429471,6.98029088045267,38.59355259938379,3024,7417,32.0,0.6,18196.0,,BU05183130,26.8,32.9,244.0,5.1,41.1,11.2,Rustenburg
72,367.22520971218944,136.64606336575332,1.7571358497761258,26.77241789758284,81.53951948900848,2081,7417,40.0,0.6,20438.0,,BU05183131,26.7,33.2,245.0,6.0,40.2,11.4,Oostbroek-Noord
73,809.1177025684304,147.8146508485482,0.0,0.2777947226929023,7.594765355233848,3470,7417,41.0,0.5,22108.0,,BU05183135,24.4,31.0,237.0,6.4,42.8,8.8,Oostbroek-Zuid
74,1013.0157303488598,293.7491805193229,0.5735695280637806,3.1111801673762645,10.598869642827074,8463,7417,30.0,0.6,13219.0,,BU05183284,29.9,36.1,258.0,3.9,36.5,15.2,Leyenburg
75,2724.104390765285,579.809990711018,0.0,0.0,0.0,3612,7417,69.0,0.6,10608.0,,BU05183387,21.1,28.2,236.0,8.6,55.2,7.6,"Venen, Oorden en Raden"
76,3047.826395016385,615.4356545648949,0.0,0.0,0.0,3420,7417,65.0,0.7,8159.0,,BU05183396,23.1,30.0,223.0,6.5,50.4,9.0,"Zijden, Steden en Zichten"
77,3298.521774548375,645.7319969123602,0.0,0.0,0.0,4759,7417,65.0,0.6,11094.0,,BU05183398,22.8,30.0,243.0,8.0,51.7,9.6,Dreven en Gaarden
78,4101.745357820704,590.5507673393645,0.0,0.0,0.0,943,7417,27.0,0.7,1597.0,,BU05183399,37.9,46.6,447.0,4.9,48.1,23.6,De Uithof
79,2373.214790139358,635.295408801824,0.0,0.0,0.0,3124,7417,61.0,0.6,14030.0,,BU05183480,23.0,29.5,198.0,8.5,50.8,7.3,Morgenstond-Zuid
80,1946.3794886389803,634.8662707511905,0.0,0.0,0.49477613834996825,3627,7417,63.0,0.7,13067.0,,BU05183488,27.1,35.0,289.0,4.7,43.2,15.6,Morgenstond-West
81,1582.1556204606527,632.1056849828285,0.44082607679543545,1.8714314580938294,10.08077745426543,3537,7417,61.0,0.5,10249.0,,BU05183489,24.3,30.7,207.0,7.7,51.0,9.4,Morgenstond-Oost
82,1098.9051941527111,626.5270258722463,0.0,29.12762625864851,29.12762625864851,101,7417,32.0,0.5,158.0,,BU05183536,23.8,24.8,188.0,11.2,64.5,3.9,Zuiderpark
83,1913.8055404102668,535.7254516338922,0.0,0.0,0.0,1763,7417,68.0,0.6,8739.0,,BU05183620,22.6,29.9,210.0,10.0,52.9,8.3,Moerwijk-Oost
84,1884.784292329476,686.4119371489284,0.0,0.0,0.0,3323,7417,71.0,0.5,12435.0,,BU05183637,19.6,25.6,181.0,10.0,62.4,4.4,Moerwijk-West
85,1466.952619585707,621.9803921204181,0.8748261571983884,3.798295847076547,10.874421346440727,3224,7417,55.0,0.5,15140.0,,BU05183638,22.9,29.1,217.0,8.3,50.3,7.5,Moerwijk-Noord
86,2313.7861492852257,696.5095095796148,0.0,0.0,0.0,2420,7417,71.0,0.6,11286.0,,BU05183639,23.8,32.0,218.0,8.9,50.6,11.3,Moerwijk-Zuid
87,1069.749592019246,478.56493147379854,0.1185023722775813,7.607063536411584,22.53554542978277,1723,7417,71.0,0.9,16462.0,,BU05183721,22.2,29.2,286.0,9.2,50.2,9.1,Groente- en Fruitmarkt
88,265.2016676703343,95.68397811176348,16.58131333264991,51.60981862027896,92.92807044031778,3238,7417,65.0,0.3,18197.0,,BU05183819,24.6,29.1,211.0,7.5,54.8,11.7,Laakhaven-Oost
89,816.7948355985617,190.74680148369893,1.6894146177086216,5.453386057826199,13.381534767897259,3735,7417,70.0,0.5,12794.0,,BU05183822,26.8,32.8,228.0,7.7,46.0,12.0,Laakhaven-West
90,1664.331678945474,268.02782110758324,0.0,0.0,0.0,1613,7417,67.0,0.7,12341.0,,BU05183823,23.6,30.6,281.0,7.4,49.9,10.6,Spoorwijk
91,1285.0146162175024,246.32722816319227,0.0,0.0,0.4643636760511715,3517,7417,43.0,0.6,17760.0,,BU05183824,25.1,31.2,245.0,6.8,43.3,8.8,Laakkwartier-West
92,777.2429289679206,227.56612470504064,0.0,2.914119444486057,21.63890990334184,5184,7417,40.0,0.5,21126.0,,BU05183825,25.2,30.9,240.0,7.1,44.0,9.0,Laakkwartier-Oost
93,861.153559253724,125.56787986008386,0.0,0.0,5.539908387445597,3924,7417,62.0,0.5,17089.0,,BU05183826,21.9,27.7,224.0,8.5,54.5,7.3,Noordpolderbuurt
94,1249.6984255588184,33.41281216321676,0.0,0.29564474258201556,0.4127273477376765,1902,7417,55.0,1.1,1551.0,,BU05183960,49.6,59.6,309.0,2.9,18.3,44.4,Binckhorst
95,3029.5896687409086,646.2679453372097,0.0,0.0,0.0,1556,7417,52.0,1.0,4782.0,,BU05184001,34.7,44.6,429.0,4.1,35.1,26.2,Erasmus Veld
96,3701.4688617153993,653.9887539820443,0.0,0.0,0.0,3155,7417,49.0,1.1,9042.0,,BU05184002,33.3,46.4,481.0,4.2,35.5,29.2,Hoge Veld
97,4315.793190560454,652.961730593856,0.0,0.0,0.0,1066,7417,34.0,1.3,7617.0,,BU05184003,41.6,51.4,552.0,1.4,32.4,34.0,Parkbuurt oosteinde
98,2222.6239599713354,56.49344593638629,0.0,0.0,0.0,63,7417,13.0,,93.0,,BU05184106,43.1,52.8,700.0,,34.0,34.7,Vlietzoom-West
99,,,,,,0,0,,,,,BU05184107,,,,,,,Vliegeniersbuurt
100,3962.9967887158214,50.84055067171721,0.0,0.0,0.0,350,7417,68.0,0.9,1436.0,,BU05184110,28.5,39.3,378.0,9.4,36.7,17.5,De Reef
101,3656.3105980864607,128.12043806857523,0.0,0.0,0.0,668,7417,25.0,1.5,2781.0,,BU05184208,54.3,71.9,819.0,3.0,32.2,47.7,Bosweide
102,,,,,,0,0,,,,,BU05184209,,,,,,,Tedingerbroek
103,4216.634511667846,87.32958126639747,0.0,0.0,0.0,2686,7417,44.0,1.0,8416.0,,BU05184212,34.1,44.7,411.0,3.3,35.4,28.8,Morgenweide
104,4220.51866210372,191.04356733895997,0.0,0.0,0.0,2032,7417,41.0,1.0,9887.0,,BU05184213,33.9,43.1,427.0,3.8,37.7,27.2,Singels
105,4707.839541109663,190.0010061159667,0.0,0.0,0.0,1672,7417,42.0,1.1,5692.0,,BU05184214,32.8,41.9,412.0,3.8,37.1,26.0,Waterbuurt
106,5494.961638813847,167.50595421970402,0.0,0.0,0.0,1100,7417,25.0,1.2,6703.0,,BU05184215,38.8,50.8,550.0,2.1,37.2,34.4,De Bras
107,2392.1661703807204,48.75261678659681,0.0,0.0,0.0,32,7417,10.0,1.3,79.0,,BU05184316,60.0,,836.0,,,,Vlietzoom-Oost
108,,,,,,0,0,,,24.0,,BU05184317,,,,,,,De Rivieren
109,1419.3494469878542,146.9895912685618,0.0,0.0,0.0,999,7417,21.0,0.8,12318.0,,BU06030111,,,,,,,Cromvliet
110,1851.3843560713522,165.87369315835136,0.0,0.0,0.0,998,7417,16.0,1.1,9294.0,,BU06030112,,,,,,,Leeuwendaal
111,1435.7992817880731,214.38558997021605,0.0,0.0,0.0,1315,7417,24.0,0.8,10356.0,,BU06030221,,,,,,,Oud-Rijswijk
112,2160.6912338043567,218.2837664236427,0.0,0.0,0.0,1484,7417,19.0,0.8,10168.0,,BU06030222,,,,,,,Bomenbuurt
113,1437.6860183023116,243.31185261593058,0.0,0.0,0.0,334,7417,23.0,0.7,3636.0,,BU06030223,,,,,,,Welgelegen
114,1914.222114093481,242.74928571775396,0.0,0.0,0.0,2201,7417,25.0,0.7,9971.0,,BU06030224,,,,,,,Rembrandtkwartier
115,2488.204910134365,242.8855040626046,0.0,0.0,0.0,269,7417,43.0,0.5,5305.0,,BU06030225,,,,,,,Havenkwartier
116,2415.7885162121147,181.9393668143879,0.0,0.0,0.0,62,7417,32.0,,739.0,,BU06030391,,,,,,,Hoornwijck
117,2531.134091822582,210.17850224805875,0.0,0.0,0.0,99,7417,16.0,,948.0,,BU06030392,,,,,,,Broekpolder
118,1923.7979579379457,252.86248434711473,0.0,0.0,0.0,68,7417,46.0,0.7,176.0,,BU06030431,,,,,,,Julianapark
119,2558.19702481895,260.68155998448094,0.0,0.0,0.0,616,7417,19.0,0.9,7532.0,,BU06030432,,,,,,,Huis te Lande
120,2508.03658259746,255.5260146675512,0.0,0.0,0.0,2075,7417,36.0,0.7,5363.0,,BU06030434,,,,,,,Te Werve
121,2937.5672374767014,252.12063427861204,0.0,0.0,0.0,1249,7417,51.0,2.2,1139.0,,BU06030581,,,,,,,Plaspoelpolder
122,2973.8059488658478,258.0621278528478,0.0,0.0,0.0,1002,7417,34.0,0.8,8791.0,,BU06030633,,,,,,,Stationskwartier
123,2127.207102284173,410.2967950304986,0.0,0.0,0.0,2,7417,,,45.0,,BU06030641,,,,,,,Spoorzicht
124,2757.1380978857146,387.8453379965669,0.0,0.0,0.0,1505,7417,33.0,0.7,9996.0,,BU06030642,,,,,,,Kleurenbuurt
125,3141.4042499128836,308.6697509568667,0.0,0.0,0.0,1342,7417,44.0,0.5,8074.0,,BU06030643,,,,,,,Artiestenbuurt
126,3750.032471025245,280.6334251917251,0.0,0.0,0.0,2197,7417,47.0,0.7,8608.0,,BU06030771,,,,,,,Muziekbuurt
127,,,,,,0,0,,,,,BU06030772,,,,,,,Wilhelminapark
128,2976.532803385615,473.60822721964803,0.0,0.0,0.0,345,7417,16.0,0.6,818.0,,BU06030851,,,,,,,Overvoorde
129,3490.0135615124327,655.2665758492425,0.0,0.0,0.0,1569,7417,25.0,1.2,5758.0,,BU06030852,,,,,,,Strijp
130,3139.8294735908817,593.9070924403846,0.0,0.0,0.0,424,7417,29.0,1.0,7467.0,,BU06030853,,,,,,,Presidentenbuurt
131,3463.556933431557,481.67464170564176,0.0,0.0,0.0,2247,7417,36.0,0.8,8429.0,,BU06030854,,,,,,,Ministerbuurt
132,4038.9584638677748,429.8150892891573,0.0,0.0,0.0,3263,7417,45.0,0.8,10959.0,,BU06030961,,,,,,,Stervoorde
133,4179.984572261985,602.7199659966037,0.0,0.0,0.0,302,7417,33.0,1.4,2036.0,,BU06030962,,,,,,,Eikelenburg
134,3799.8552849150124,245.4140755919977,0.0,0.0,0.0,7,7417,,,21.0,,BU06031082,,,,,,,Elsenburg
135,4654.7900823542805,244.29053664824787,0.0,0.0,0.0,165,7417,12.0,1.1,1014.0,,BU06031083,,,,,,,Pasgeld
136,3735.0878373658034,235.39244427038432,0.0,0.0,0.0,4,7417,,,25.0,,BU06031193,,,,,,,Kraayenburg
137,4877.227600754058,238.4708546962521,0.0,0.0,0.0,299,7417,19.0,1.0,4059.0,,BU06031194,,,,,,,Vrijenban
138,3552.2133294932114,244.90478608236188,0.0,0.0,0.0,228,7417,24.0,1.4,608.0,,BU06290001,,,,,,,Oud-Wassenaar
139,2628.778645651441,235.1708697139378,0.0,0.0,0.0,564,7417,25.0,1.5,1214.0,,BU06290002,,,,,,,Nieuw-Wassenaar
140,1108.4670409542189,216.16008890356213,0.0,0.18465217977501744,4.3862220164018035,92,7417,17.0,1.3,100.0,,BU06290003,,,,,,,Duindigt met Groenendaal
141,3522.8173556026813,119.93868943251304,0.0,0.0,0.0,309,7417,23.0,1.3,481.0,,BU06290004,,,,,,,Oud-Clingendaal
142,3170.653033892203,356.7465662085826,0.0,0.0,0.0,193,7417,23.0,1.8,456.0,,BU06290005,,,,,,,De Kieviet
143,3007.79495567084,81.9497499860524,0.0,0.0,0.0,526,7417,21.0,1.0,3745.0,,BU06290006,,,,,,,Kerkehout
144,1990.082617515607,327.29032749686536,0.0,0.0,0.0,207,7417,26.0,1.5,1494.0,,BU06290007,,,,,,,Klingenbosch
145,3425.0099062723466,82.81189458874253,0.0,0.0,0.0,2,7417,,,6.0,,BU06290008,,,,,,,Verspreide huizen Eikenhorst
146,,,,,,0,0,,,1.0,,BU06290009,,,,,,,Verspreide huizen Meijendel
147,4272.766749072486,646.2581730917055,0.0,0.0,0.0,38,7417,9.0,1.5,272.0,,BU17830603,,,,,,,Buitengebied 2 wateringen
148,3769.7915688191392,657.847715788679,0.0,0.0,0.0,476,7417,19.0,1.2,4320.0,,BU17830607,,,,,,,Wateringen Noord en Ambachtshof
149,4155.370172145681,663.3545485497846,0.0,0.0,0.0,1391,7417,15.0,1.2,8190.0,,BU17830610,,,,,,,Vliettuinen
150,5458.281517406312,519.0061522508956,0.0,0.0,0.0,945,7417,13.0,1.2,4679.0,,BU17830903,,,,,,,Westhof en Dijkpolder
151,4325.913447259063,498.0174056336105,0.0,0.0,0.0,34,7417,10.0,,109.0,,BU17830904,,,,,,,Bedrijventerrein ABC Westland
152,4853.567621893646,573.6541582872726,0.0,0.0,0.0,24,7417,10.0,1.0,388.0,,BU17830906,,,,,,,Buitengebied 1 Poeldijk
153,5653.073965274902,482.6420893183753,0.0,0.0,0.0,60,7417,4.0,1.4,416.0,,BU17830907,,,,,,,Buitengebied 2 Poeldijk
154,2707.6400024577674,69.6056078850043,0.0,0.0,0.0,122,7417,25.0,1.2,4110.0,,BU19160100,,,,,,,De Zijde
155,2324.4511100478035,87.67330627050943,0.0,0.0,0.0,624,7417,22.0,1.0,7591.0,,BU19160102,,,,,,,Park Veursehout
156,,,,,,0,0,,,,,BU19160103,,,,,,,Leidsenhage
157,,,,,,0,0,27.0,1.3,154.0,,BU19160104,,,,,,,Schakenbosch en het Buitengebied
